email_status,name,website,domain,linkedin_url,industry,founded_year,country,state,city,employee_count,annual_revenue,crunchbase_url,logo_url
,Suneratech,http://www.suneratech.com,suneratech.com,https://www.linkedin.com/company/sunera-technologies,Information Technology & Services,,United States,Michigan,Troy,3001,,https://www.crunchbase.com/organization/sunera-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.suneratech.com"
,KRG Technologies Inc.,http://www.krgtech.com,krgtech.com,https://www.linkedin.com/company/krg-technologies,Information Technology & Services,2003,United States,North Carolina,Raleigh,751,,https://www.crunchbase.com/organization/krg-technologies-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.krgtech.com"
,SmartSource Technical Solutions,http://www.smartsource-inc.com,smartsource-inc.com,https://www.linkedin.com/company/smartsource-technical-staffing,Information Technology & Services,1996,United States,Illinois,St Charles,126,,https://www.crunchbase.com/organization/smartsource-technical-staffing,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.smartsource-inc.com"
,SPAR Information Systems LLC,http://www.sparinfosys.com,sparinfosys.com,https://www.linkedin.com/company/spar-information-systems,Information Technology & Services,2012,United States,Texas,,751,,https://www.crunchbase.com/organization/spar-information-systems-llc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.sparinfosys.com"
,Staffing Industry Analysts,http://www.staffingindustry.com,staffingindustry.com,https://www.linkedin.com/company/staffing-industry-analysts,Information Services,1989,United States,California,Mountain View,126,,https://www.crunchbase.com/organization/staffing-industry-analysts,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.staffingindustry.com"
,AI Data Innovations,http://www.aidatainnovations.com,aidatainnovations.com,https://www.linkedin.com/company/ai-data-innovations,Information Technology & Services,,United States,Washington,Bellevue,31,,https://www.crunchbase.com/organization/ai-data-innovations,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.aidatainnovations.com"
,Cygnus Professionals Inc.,http://www.cygnuspro.com,cygnuspro.com,https://www.linkedin.com/company/cygnus-professionals-inc-,Information Technology & Services,2010,United States,New Jersey,Princeton,751,,https://www.crunchbase.com/organization/cygnus-professionals-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cygnuspro.com"
,Asta Crs Inc,http://www.astacrs.com,astacrs.com,https://www.linkedin.com/company/asta-crs-inc.,Information Technology & Services,2004,United States,Virginia,Ashburn,3001,,https://www.crunchbase.com/organization/asta-crs,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.astacrs.com"
,Canvia,http://www.canvia.com,canvia.com,https://www.linkedin.com/company/canvia-global,Information Technology & Services,2017,Peru,Surco,Santiago De Surco,3001,,https://www.crunchbase.com/organization/canvia,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.canvia.com"
,Cynet Systems,http://www.cynetsystems.com,cynetsystems.com,https://www.linkedin.com/company/cynet-systems,Information Technology & Services,,United States,Virginia,Sterling,3001,,https://www.crunchbase.com/organization/cynet-systems-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cynetsystems.com"
,iOPEX Technologies,http://www.iopex.com,iopex.com,https://www.linkedin.com/company/iopex-technologies,Information Technology & Services,2009,United States,California,San Jose,3001,,https://www.crunchbase.com/organization/iopex-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.iopex.com"
,Argus Media,http://www.argusmedia.com,argusmedia.com,https://www.linkedin.com/company/argus-media,Information Services,1970,France,le-de-France,Paris,3001,,https://www.crunchbase.com/organization/argus-media-group,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.argusmedia.com"
,Bevertec,http://www.bevertec.com,bevertec.com,https://www.linkedin.com/company/bevertec,Information Technology & Services,1981,Canada,Ontario,Mississauga,126,,https://www.crunchbase.com/organization/bevertec,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.bevertec.com"
,CodeForce 360,http://www.codeforce.com,codeforce.com,https://www.linkedin.com/company/codeforce-360,Information Technology & Services,2010,United States,Georgia,Alpharetta,751,,https://www.crunchbase.com/organization/codeforce-360,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.codeforce.com"
,Procyon Technostructure,http://www.procyonts.com,procyonts.com,https://www.linkedin.com/company/procyonts,Information Technology & Services,2004,United States,California,San Rafael,126,,https://www.crunchbase.com/organization/procyon-technostructure,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.procyonts.com"
,Creospan Inc.,http://www.creospan.com,creospan.com,https://www.linkedin.com/company/creospan,Information Technology & Services,1999,United States,Illinois,Schaumburg,351,,https://www.crunchbase.com/organization/creospan-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.creospan.com"
,Norwin Technologies,http://www.norwintechnologies.com,norwintechnologies.com,https://www.linkedin.com/company/norwin-technologies,Information Technology & Services,2003,United States,,,751,,https://www.crunchbase.com/organization/norwin-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.norwintechnologies.com"
,Integris Group,http://www.integrisgroup.com,integrisgroup.com,https://www.linkedin.com/company/integris-group,Information Technology & Services,2019,United States,Florida,Orlando,31,,https://www.crunchbase.com/organization/integris-group-b7bd,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.integrisgroup.com"
,Dun & Bradstreet India,http://www.dnb.co.in,dnb.co.in,https://www.linkedin.com/company/dun-&-bradstreet-india,Information Services,1995,United States,California,Los Angeles,351,,https://www.crunchbase.com/organization/dunn-bradstreet,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.dnb.co.in"
,Atrium,http://www.atrium.ai,atrium.ai,https://www.linkedin.com/company/atrium-ai,Information Technology & Services,2018,United States,Montana,Bozeman,351,,https://www.crunchbase.com/organization/atrium-insights,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.atrium.ai"
,AFNOR Group,http://www.afnor.org,afnor.org,https://www.linkedin.com/company/afnor,Information Services,1926,France,Ile-De-France,La Plaine Saint-Denis,3001,,https://www.crunchbase.com/organization/afnor,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.afnor.org"
,"Delphi-US, LLC - Peacemakers in the Talent War",http://www.delphi-us.com,delphi-us.com,https://www.linkedin.com/company/delphi-us-llc,Information Technology & Services,2009,United States,Rhode Island,Newport,126,,https://www.crunchbase.com/organization/delphi-us,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.delphi-us.com"
,Links Technology Solutions,http://www.linkstechnology.com,linkstechnology.com,https://www.linkedin.com/company/links-technology,Information Technology & Services,1999,United States,Illinois,Schaumburg,31,,https://www.crunchbase.com/organization/links-technology,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.linkstechnology.com"
,Innovya Technologies,http://www.innovyatech.com,innovyatech.com,https://www.linkedin.com/company/innovyatech,Information Technology & Services,,United States,Michigan,Troy,31,,https://www.crunchbase.com/organization/innovya-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.innovyatech.com"
,Precise Solutions,http://www.precise-solutions.com,precise-solutions.com,https://www.linkedin.com/company/precise-solutions,Information Technology & Services,2000,United States,Illinois,Wilmette,126,,https://www.crunchbase.com/organization/precise-solutions,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.precise-solutions.com"
,Infinite Computing Systems,http://www.infinite-usa.com,infinite-usa.com,https://www.linkedin.com/company/infinitecomputingsystems,Information Technology & Services,1997,United States,Iowa,Cedar Rapids,126,,https://www.crunchbase.com/organization/infinitemputing-systems,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.infinite-usa.com"
,Cyber Defense Technologies,http://www.cyberdefensetechnologies.com,cyberdefensetechnologies.com,https://www.linkedin.com/company/cyber-defense-technologies,Information Technology & Services,2010,United States,Virginia,Dulles,31,,https://www.crunchbase.com/organization/cyber-defense-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cyberdefensetechnologies.com"
,Tential Solutions,http://www.tential.com,tential.com,https://www.linkedin.com/company/tential,Information Technology & Services,2003,United States,Maryland,Annapolis,751,,https://www.crunchbase.com/organization/tential-26f7,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.tential.com"
,CodeVyasa,http://www.codevyasa.com,codevyasa.com,https://www.linkedin.com/company/code-vyasa,Information Technology & Services,2018,United States,Florida,Jacksonville,751,,https://www.crunchbase.com/organization/codevyasa,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.codevyasa.com"
,bluCognition,http://www.blucognition.com,blucognition.com,https://www.linkedin.com/company/blucognition,Information Technology & Services,2018,United States,New York,New York,351,,https://www.crunchbase.com/organization/blucognition,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.blucognition.com"
,GIAC Certifications,http://www.giac.org,giac.org,https://www.linkedin.com/company/giac,Information Technology & Services,1999,United States,Maryland,Bethesda,351,,https://www.crunchbase.com/organization/global-information-assurance-certification,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.giac.org"
,Avesta Computer Services,http://www.avestacs.com,avestacs.com,https://www.linkedin.com/company/avesta-computer-services,Information Technology & Services,1994,United States,New Jersey,Somerset,126,,https://www.crunchbase.com/organization/avesta-e88b,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.avestacs.com"
,ZapCom Group Inc,http://www.zapcg.com,zapcg.com,https://www.linkedin.com/company/zapcom-solutions-pvt-ltd-,Information Technology & Services,2014,United States,Texas,Irving,351,,https://www.crunchbase.com/organization/zapcom-group,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.zapcg.com"
,Kibernum,http://www.kibernum.com,kibernum.com,https://www.linkedin.com/company/kibernum,Information Technology & Services,1991,United States,Texas,Dallas,3001,,https://www.crunchbase.com/organization/kibernum,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.kibernum.com"
,NuStar Technologies,http://www.nustartech.com,nustartech.com,https://www.linkedin.com/company/nustar-technologies-inc.,Information Technology & Services,2013,United States,New Jersey,Edison,31,,https://www.crunchbase.com/organization/nustar-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.nustartech.com"
,Sharp Decisions,http://www.sharpdecisions.com,sharpdecisions.com,https://www.linkedin.com/company/sharp-decisions,Information Technology & Services,1990,United States,New York,New York,351,,https://www.crunchbase.com/organization/sharp-decisions,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.sharpdecisions.com"
,ALTEN Canada,http://www.alten.ca,alten.ca,https://www.linkedin.com/company/alten-canada,Information Technology & Services,2012,Canada,Qubec,Montral,751,,https://www.crunchbase.com/organization/alten-canada,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.alten.ca"
,FoundersCard,http://www.founderscard.com,founderscard.com,https://www.linkedin.com/company/founderscard,Information Services,2009,United States,New York,New York,31,,https://www.crunchbase.com/organization/founderscard,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.founderscard.com"
,Everest Group,http://www.everestgrp.com,everestgrp.com,https://www.linkedin.com/company/everest-group,Information Services,,United States,Massachusetts,Peabody,751,,https://www.crunchbase.com/organization/everest-group,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.everestgrp.com"
,Deltacubes,http://www.deltacubes.us,deltacubes.us,https://www.linkedin.com/company/deltacubes,Information Technology & Services,2017,United States,New Jersey,Pennsville Township,126,,https://www.crunchbase.com/organization/deltacubes-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.deltacubes.us"
,VETS2INDUSTRY,http://www.vets2industry.org,vets2industry.org,https://www.linkedin.com/company/vets2industry,Information Services,2018,United States,Georgia,Atlanta,126,,https://www.crunchbase.com/organization/vets2industry,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.vets2industry.org"
,Cubix,http://www.cubix.co,cubix.co,https://www.linkedin.com/company/cubixglobal,Information Technology & Services,2008,United States,Florida,Florida,351,,https://www.crunchbase.com/organization/cubix-c6ed,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cubix.co"
,TribolaTech Inc,http://www.tribolatech.com,tribolatech.com,https://www.linkedin.com/company/tribolatech-inc,Information Technology & Services,2009,United States,California,San Ramon,126,,https://www.crunchbase.com/organization/tribolatech,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.tribolatech.com"
,GeorgiaTEK Systems Inc.,http://www.georgiatek.com,georgiatek.com,https://www.linkedin.com/company/georgiatek-systems-inc,Information Technology & Services,2010,United States,New Jersey,Edison,126,,https://www.crunchbase.com/organization/georgiatek-systems,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.georgiatek.com"
,Software Technology Inc.,http://www.stiorg.com,stiorg.com,https://www.linkedin.com/company/software-technology-inc,Information Technology & Services,2004,United States,New Jersey,Princeton,351,,https://www.crunchbase.com/organization/software-technology-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.stiorg.com"
,aKUBE,http://www.akubeinc.com,akubeinc.com,https://www.linkedin.com/company/akubeinc,Information Technology & Services,,United States,California,,126,,https://www.crunchbase.com/organization/akube,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.akubeinc.com"
,Data Axle,http://www.data-axle.com,data-axle.com,https://www.linkedin.com/company/dataaxle,Information Services,,United States,Texas,Dallas,3001,,https://www.crunchbase.com/organization/infogroup,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.data-axle.com"
,Open Data Science Conference (ODSC),http://www.odsc.com,odsc.com,https://www.linkedin.com/company/open-data-science,Information Services,2015,United States,Massachusetts,Cambridge,31,,https://www.crunchbase.com/organization/open-data-science-conference-odsc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.odsc.com"
,Simform,http://www.simform.com,simform.com,https://www.linkedin.com/company/simform,Information Technology & Services,2010,United States,Florida,Orlando,3001,,https://www.crunchbase.com/organization/simform-solutions,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.simform.com"
,Maxonic,http://www.maxonic.com,maxonic.com,https://www.linkedin.com/company/maxonic,Information Technology & Services,2002,United States,California,Campbell,351,,https://www.crunchbase.com/organization/maxonic,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.maxonic.com"
,Cuti - Chamber of Uruguayan IT Companies,http://www.cuti.org.uy,cuti.org.uy,https://www.linkedin.com/company/cutiuy,Information Technology & Services,1989,Uruguay,Departamento de Montevideo,Montevideo,31,,https://www.crunchbase.com/organization/cuti,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cuti.org.uy"
,"Multi Media, LLC",http://www.multimediallc.com,multimediallc.com,https://www.linkedin.com/company/multimedia-llc,Information Technology & Services,2011,United States,California,Lake Forest,351,,https://www.crunchbase.com/organization/multi-media,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.multimediallc.com"
,Cavista,http://www.cavistatech.com,cavistatech.com,https://www.linkedin.com/company/cavista,Information Technology & Services,,United States,Texas,Dallas,351,,https://www.crunchbase.com/organization/cavista,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.cavistatech.com"
,Mundo do Marketing,http://www.mundodomarketing.com.br,mundodomarketing.com.br,https://www.linkedin.com/company/mundo-do-marketing,Information Services,2006,Brazil,Rio De Janeiro,Rio De Janeiro,31,,https://www.crunchbase.com/organization/mundo-do-marketing,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.mundodomarketing.com.br"
,Staffigo,http://www.staffigo.com,staffigo.com,https://www.linkedin.com/company/staffigo,Information Technology & Services,,United States,Illinois,Woodridge,126,,https://www.crunchbase.com/organization/staffigo-technical-services,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.staffigo.com"
,Infogroup,http://www.infogroup.com,infogroup.com,https://www.linkedin.com/company/infogroup,Information Services,1972,United States,Texas,Dallas,3001,,https://www.crunchbase.com/organization/infogrup,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.infogroup.com"
,C4 Technical Services,http://www.c4techservices.com,c4techservices.com,https://www.linkedin.com/company/c4-technical-services,Information Technology & Services,2013,United States,Minnesota,Eagan,351,,https://www.crunchbase.com/organization/c4-technical-services,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.c4techservices.com"
,Belcan,http://www.belcan.com,belcan.com,https://www.linkedin.com/company/belcan-engineering,Information Technology & Services,,United States,Ohio,Cincinnati,7501,,https://www.crunchbase.com/organization/belcan-corp,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.belcan.com"
,AS Technology Corporation,http://www.astechnologycorp.com,astechnologycorp.com,https://www.linkedin.com/company/astechnologycorporation,Information Technology & Services,2019,United States,Michigan,Bloomfield Hills,31,,https://www.crunchbase.com/organization/as-technology-corporation,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.astechnologycorp.com"
,"GSPANN Technologies, Inc",http://www.gspann.com,gspann.com,https://www.linkedin.com/company/gspann-technologies-inc,Information Technology & Services,2004,United States,California,Milpitas,3001,,https://www.crunchbase.com/organization/gspann-technologies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.gspann.com"
,Khdemti.com,http://www.khdemti.com,khdemti.com,https://www.linkedin.com/company/khdemti,Information Services,,France,le-de-France,Paris,6,,https://www.crunchbase.com/organization/khdemti,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.khdemti.com"
,KAnand Corporation,http://www.kanandcorp.com,kanandcorp.com,https://www.linkedin.com/company/kanand-corporation,Information Technology & Services,2004,United States,Texas,Austin,126,,https://www.crunchbase.com/organization/kanand,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.kanandcorp.com"
,Shift Your Job - Réconcilier Emploi et Climat,http://www.shiftyourjob.org,shiftyourjob.org,https://www.linkedin.com/company/shiftyourjob,Information Services,2020,France,le-de-France,Paris,31,,https://www.crunchbase.com/organization/shift-your-job,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.shiftyourjob.org"
,"KMM Technologies, Inc.",http://www.kmmtechnologies.com,kmmtechnologies.com,https://www.linkedin.com/company/kmm-technologies-inc,Information Technology & Services,2003,United States,Maryland,Frederick,351,,https://www.crunchbase.com/organization/kmm-technologies-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.kmmtechnologies.com"
,Coleman Research,http://www.colemanrg.com,colemanrg.com,https://www.linkedin.com/company/coleman-research,Information Services,2003,United States,New York,New York,351,,https://www.crunchbase.com/organization/coleman-research,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.colemanrg.com"
,VRK IT Vision Inc.,http://www.vrkitvision.com,vrkitvision.com,https://www.linkedin.com/company/vrkitvisioninc,Information Technology & Services,,United States,New Jersey,Princeton,351,,https://www.crunchbase.com/organization/vrk-it-vision,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.vrkitvision.com"
,Intelliswift Software,http://www.intelliswift.com,intelliswift.com,https://www.linkedin.com/company/intelliswift,Information Technology & Services,2001,United States,California,Newark,3001,,https://www.crunchbase.com/organization/intelliswift-software-newark-california,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.intelliswift.com"
,Aligned Automation,http://www.alignedautomation.com,alignedautomation.com,https://www.linkedin.com/company/aligned-automation,Information Technology & Services,2018,United States,Texas,Irving,751,,https://www.crunchbase.com/organization/aligned-automation,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.alignedautomation.com"
,VINCI Energies,http://www.vinci-energies.com,vinci-energies.com,https://www.linkedin.com/company/vinci-energies,Information Technology & Services,,France,le-de-France,Nanterre,5001,,https://www.crunchbase.com/organization/vinci-energies,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.vinci-energies.com"
,Oxit,http://www.oxit.com,oxit.com,https://www.linkedin.com/company/oxit,Information Technology & Services,2017,United States,North Carolina,Charlotte,31,,https://www.crunchbase.com/organization/oxit,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.oxit.com"
,Linux Professional Institute (LPI),http://www.lpi.org,lpi.org,https://www.linkedin.com/company/linux-professional-institute,Information Technology & Services,1999,Canada,Ontario,Port Hope,31,,https://www.crunchbase.com/organization/linux-professional-institute,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.lpi.org"
,Next Pathway,http://www.nextpathway.com,nextpathway.com,https://www.linkedin.com/company/next-pathway-inc-,Information Technology & Services,2006,Canada,Ontario,Toronto,126,,https://www.crunchbase.com/organization/next-pathway-inc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.nextpathway.com"
,QUANT AI Lab,http://www.quant.global,quant.global,https://www.linkedin.com/company/quant-ai-lab,Information Technology & Services,2019,France,le-de-France,Paris,126,,https://www.crunchbase.com/organization/quant-ai-lab,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.quant.global"
,iQuasar LLC,http://www.iquasar.com,iquasar.com,https://www.linkedin.com/company/iquasar-llc,Information Technology & Services,2004,United States,Virginia,Sterling,351,,https://www.crunchbase.com/organization/iquasar-llc,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.iquasar.com"
,Experian,http://www.experianplc.com,experianplc.com,https://www.linkedin.com/company/experian,Information Services,,United States,California,Costa Mesa,5001,,https://www.crunchbase.com/organization/businessiq,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.experianplc.com"
,WP Engine,http://www.wpengine.com,wpengine.com,https://www.linkedin.com/company/wpengine,Information Technology & Services,2010,United States,Washington,Pacific,3001,,https://www.crunchbase.com/organization/npv-fa3b,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.wpengine.com"
,NielsenIQ,http://www.niq.com,niq.com,https://www.linkedin.com/company/nielseniq,Information Services,1923,United States,Illinois,Chicago,5001,,https://www.crunchbase.com/organization/nielseniq,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.niq.com"
,Lefebvre Dalloz,http://www.lefebvre-dalloz.fr,lefebvre-dalloz.fr,https://www.linkedin.com/company/lefebvre-dalloz,Information Services,,France,,Paris La Dfense Cedex,3001,,https://www.crunchbase.com/organization/lefebvre-dalloz,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.lefebvre-dalloz.fr"
,Gartner,http://www.gtnr.it,gtnr.it,https://www.linkedin.com/company/gartner,Information Services,1979,United States,Connecticut,Stamford,5001,,https://www.crunchbase.com/organization/gartner-ab23,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.gtnr.it"
,Synergy Technologies,http://www.synergytechs.net,synergytechs.net,https://www.linkedin.com/company/synergy-technologies-llc,Information Technology & Services,2006,United States,Florida,Jacksonville,126,,https://www.crunchbase.com/organization/synergy-technologies-e202,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.synergytechs.net"
,Acentura Inc,http://www.acentura.com,acentura.com,https://www.linkedin.com/company/acentura,Information Technology & Services,2014,United States,California,San Jose,351,,https://www.crunchbase.com/organization/acentura,"https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.acentura.com"
